CONGRUENT1,CONGRUENT11,CONGRUENT12,CONGRUENT14,CONGRUENT16,CONGRUENT18,CONGRUENT19,CONGRUENT2,CONGRUENT4,CONGRUENT6,CONGRUENT8,CONGRUENT9
0.488049,0.531289,0.515102,0.544409,0.66603,1.584785,0.599181,0.429693,0.36519,0.430239,0.446353,0.400455
0.634595,0.602209,0.729941,0.412468,0.564591,0.523902,0.405385,0.537909,0.547696,0.510554,0.636122,0.547642
0.650237,0.702129,0.643389,0.718564,0.85275,0.81478,0.727281,0.667218,0.727395,0.712201,0.827118,0.635429
1.08364,1.007946,1.155672,0.937671,0.90545,0.858516,0.787625,0.649365,0.919515,0.832279,0.881668,1.03807
0.915109,0.650287,0.521153,0.615067,0.520486,0.64133,0.65072,0.481659,0.682675,1.055558,0.931541,0.581593
0.571778,0.580688,0.354635,0.568879,0.55542,0.593826,0.602035,0.462113,0.68571,0.584043,0.651373,0.505747
0.636077,0.61418,0.601328,0.587015,0.587935,0.500274,0.599323,0.480742,0.541304,0.632454,0.594839,0.541784
0.605113,0.620607,0.492507,0.831591,0.520703,0.704934,0.560089,0.165409,0.661386,0.561448,0.599002,0.680432
0.599453,0.353142,0.384356,0.487073,0.440406,0.574802,0.446969,0.43959,0.61202,0.562777,0.454188,0.443
0.622838,0.863724,0.907463,1.796782,0.950438,0.959278,0.615354,0.827166,1.552106,1.534741,0.78805,0.901248
0.978646,0.61699,0.595818,0.671152,0.876248,0.752689,0.908584,0.63596,0.868544,0.69325,0.695724,1.079825
1.323941,1.043112,1.079583,0.746737,0.747506,0.636245,0.844766,0.668401,0.893097,0.770336,0.824564,0.869189
1.070325,0.756422,0.683965,0.533756,0.843871,0.843885,0.720052,0.438878,0.523122,0.81847,0.559526,0.531731
0.822565,0.555316,0.314949,0.54007,0.654931,0.701685,0.659802,0.800539,0.666143,0.977387,0.637724,0.503973
0.616689,0.709543,0.62028,0.508009,0.644422,0.616436,0.401743,0.856048,0.865394,0.631568,0.687889,0.621039
0.686831,0.548025,0.566031,0.617888,0.577244,0.395429,0.384733,0.634004,0.395909,0.627029,1.246095,1.385599
0.852568,0.461363,0.580094,0.533719,0.53254,0.524549,0.38598,0.459511,0.504511,0.590526,0.558649,1.48419
0.872151,0.745779,0.611172,0.854322,0.723157,0.590335,0.620543,0.658388,0.656345,0.712303,1.121461,0.696404
1.063191,0.552378,0.872432,0.625508,1.048374,1.486277,1.118129,1.116782,0.594309,1.151144,1.010547,0.610465
0.845346,0.982477,0.856487,1.555416,0.893443,0.647474,0.771158,0.633652,0.776759,1.033822,1.081251,0.63767
0.957196,0.784032,0.816126,0.702934,0.818683,0.721788,1.05614,0.641367,0.634045,0.818143,0.871025,1.197161
0.695828,0.887852,0.439802,0.494032,0.630841,0.31401,0.480736,0.601354,0.407038,0.488583,0.632132,0.467232
0.953605,0.719165,0.647938,0.735381,0.920598,0.851641,0.613656,0.746459,1.033545,0.85408,1.167375,0.91714
0.585679,0.828776,1.061122,0.98799,0.64924,1.249998,0.993402,0.471348,0.773117,0.76166,0.810637,0.815148
0.774146,1.692984,1.376451,0.844649,0.947823,0.764195,0.827796,0.988127,0.807047,0.966379,0.706765,0.563644
0.986589,0.688663,0.921531,0.730487,0.766706,0.584547,0.616257,0.77691,0.688012,0.834117,0.791933,0.633275
1.320017,0.717044,0.60321,0.654254,0.921193,0.686745,0.705264,0.775264,0.698594,0.749351,0.765282,0.85765
0.678569,0.737655,0.596415,1.016746,0.840651,0.856506,0.771682,0.779447,0.937399,1.036446,0.764211,0.818281
0.833624,1.177578,1.075732,1.000476,1.122293,1.073595,0.842937,0.70812,1.512417,0.765133,1.310112,0.740976
0.999899,0.88037,1.086276,0.715782,1.511742,1.553827,0.448737,0.689731,0.680055,0.529799,0.818749,0.94132
0.945029,0.921068,0.749281,0.93796,1.672184,1.047504,1.021522,1.048023,1.72463,1.079491,1.16625,0.890773
0.825517,0.802636,0.503728,1.063619,0.570839,0.98418,0.593995,0.474819,0.535366,2.083657,0.899383,0.688716
0.816389,1.658821,0.826098,0.917527,0.852566,0.756443,0.488519,0.54769,0.776392,1.115386,0.937922,0.853789
1.096065,1.745064,1.279349,1.123951,1.273136,1.06023,2.163973,0.844395,1.549608,1.392799,1.215058,1.322907
1.125774,0.622135,0.752812,0.982685,0.495117,3.583231,1.637291,0.702045,0.677374,0.478275,0.694435,0.65488
1.270736,0.755135,0.680475,0.941378,1.032032,0.755734,0.867921,1.121831,0.782687,0.838163,0.983295,0.769237
1.108317,1.056356,0.669814,1.012591,0.865199,0.897521,0.875607,0.613557,0.974663,0.816811,0.866189,0.699763
0.709563,0.617224,0.915758,0.409891,0.677393,0.684591,0.743252,0.55745,0.654536,0.453194,0.757804,0.699144
1.17365,0.971788,0.834909,0.903631,0.815518,0.929958,1.05302,1.219702,1.016698,0.934294,0.869851,0.952511
0.667922,1.067751,0.864578,0.590131,0.972631,0.642357,0.852253,0.79523,1.002469,0.892802,1.068129,0.65798
0.664983,0.707407,0.631954,0.558565,0.61898,0.498366,0.373278,0.506972,0.581096,0.586421,0.706228,0.600141
1.161067,1.032523,0.478057,0.645913,1.105901,0.824895,1.145188,0.764409,0.603174,1.128363,0.847607,0.689438
0.903107,0.846715,0.819766,0.956697,0.941506,0.750634,0.614578,0.50037,0.928692,0.766429,1.165473,1.080328
1.332414,0.754934,0.623732,0.564388,0.66652,0.687933,1.132681,0.78515,0.890257,0.62677,0.749776,0.628854
0.44429,0.569749,0.371343,0.490944,0.544868,0.641608,0.363736,0.365639,0.429577,1.002894,0.995223,0.430257
0.476685,0.551928,0.778427,0.652049,0.535993,0.461219,0.555424,0.568112,0.530931,0.572928,1.011184,0.896503
0.963111,0.716812,0.894084,0.91142,0.866237,1.130172,0.682193,0.65482,0.849954,0.8404,0.792004,0.724846
0.781666,0.667463,0.578873,0.793044,0.875893,1.285342,0.804487,0.772218,1.111784,2.08184,1.070873,0.836278
1.248713,0.746745,0.807287,0.774556,0.684265,0.708988,0.783601,0.874209,0.991646,0.612403,0.95475,0.724129
0.806714,0.596337,0.862661,0.80606,0.621947,0.515889,0.594556,0.594366,1.002692,0.703316,1.171666,1.086549
1.47035,2.24527,1.456671,0.876405,0.967872,0.945592,1.091412,0.901629,1.975499,1.297484,1.416619,2.160932
0.872247,0.958168,0.437517,0.344218,0.78289,0.407443,0.589283,0.483754,0.730716,0.718131,0.522848,0.463527
0.533591,0.562234,0.529453,0.405183,0.484324,0.419401,0.420648,0.816895,0.582252,0.608577,0.559863,0.579025
0.901083,0.353954,0.578325,0.692195,0.623953,0.805922,0.644606,0.572346,1.012009,0.648949,0.672723,0.71394
1.380934,1.176984,0.77336,0.807422,0.697705,0.62208,0.758892,1.262882,1.813794,1.194986,1.269175,1.038494
0.607316,0.480601,0.40085,0.479725,0.439859,0.502711,0.522333,0.470936,0.456143,0.486508,0.414266,0.43885
1.560865,1.264761,1.266541,1.376051,1.203241,1.22166,0.978896,1.120868,1.075282,1.06032,1.109437,1.180429
0.322685,0.475431,0.388363,0.441423,0.434769,0.282708,0.413233,0.193476,0.368389,0.311431,0.408563,0.306493
0.950691,0.823341,0.55257,0.774007,0.976569,0.520333,0.865506,0.922202,0.849812,2.119669,0.767431,1.580939
0.566892,0.597974,0.664742,0.500315,0.660846,0.513504,0.604942,0.506008,0.636401,0.488869,0.502484,0.577374
0.972313,0.784705,1.077384,0.678625,1.111681,0.915436,0.877323,0.639492,0.856752,0.826192,0.749715,0.690852
0.881989,0.913227,0.591839,1.147647,1.093993,0.821131,0.993516,0.655501,1.711824,1.096218,1.282717,0.963106
0.715439,0.575911,0.405682,0.488153,0.599231,0.659546,0.750135,0.748617,0.817196,0.434182,0.893684,0.765856
0.592655,0.635826,0.491318,0.632009,0.506247,0.490694,0.495402,0.495375,0.646031,0.597245,0.530918,0.522017
0.833239,0.654673,0.81706,0.585963,0.645909,1.21544,0.840753,0.498158,1.344442,0.738155,0.788589,0.469274
0.685252,0.656046,0.427755,1.063762,0.6423,0.693756,0.621233,0.468836,0.736218,0.715133,0.909128,0.67243
2.308059,0.945527,0.589426,0.56242,0.656416,1.092447,0.42301,0.475049,0.688675,0.561071,0.369243,0.928444
0.675184,1.047333,0.718066,0.643438,0.580576,0.604982,0.603931,0.54986,0.60373,0.53561,0.663377,0.754155
0.370941,0.403059,0.395155,0.383987,0.495023,0.474442,0.449029,0.30597,0.322053,0.463919,0.463423,0.434821
0.86808,0.741936,1.315961,1.773609,0.695683,0.933075,1.04474,0.793918,1.088469,0.956549,0.933674,0.881913
0.499969,0.563296,0.477475,0.508696,0.567792,0.460178,0.440168,0.360852,0.48136,0.524488,0.593019,0.400797
0.691205,1.59213,0.797162,2.157895,1.589252,0.709672,0.573145,0.771327,0.561886,0.452985,0.540681,0.499251
0.626523,0.685815,0.499787,0.590731,0.626259,0.616691,0.685135,0.538955,0.595899,1.246677,0.599703,0.623811
0.89934,0.919887,1.054557,0.869764,0.943758,0.886613,1.043669,0.507915,0.845432,0.837807,0.716369,0.900616
0.462308,0.912285,0.517224,0.961557,0.991151,1.49062,0.935261,0.862149,0.741676,1.115102,0.439521,0.512854
1.087013,1.342894,0.43982,0.435965,0.53945,0.738978,0.367225,0.500072,0.998913,1.303781,1.110093,0.905626
3.128049,0.965971,0.747446,0.988777,4.281005,0.919343,3.850346,0.318802,0.503889,0.383666,0.384149,0.866856
0.841888,0.910547,0.581976,0.651618,0.756986,0.756391,0.705105,0.555729,0.641518,0.85691,0.727035,0.729048
0.910904,1.169098,0.83529,0.902969,0.678707,0.737414,0.628373,0.815495,0.909132,0.821114,0.819642,0.732154
1.2721,0.628209,0.621625,0.655976,0.693258,0.622057,0.632818,0.494263,0.839071,0.694045,0.876639,0.779308
0.571048,0.602872,0.4659,0.528698,0.405493,0.613302,0.586669,0.323126,0.405239,1.342607,0.740781,0.746378
0.85479,0.777634,0.982517,1.069734,0.886648,0.853899,0.846249,0.694447,0.937861,0.934352,0.908246,0.98683
0.614798,0.577615,0.466831,0.465827,0.411819,0.904222,0.471024,0.531777,0.62446,0.412735,0.504885,0.473016
0.684592,0.619916,0.836127,0.743312,0.809465,0.511253,0.905413,0.596325,0.64528,0.764828,0.736592,0.392376
0.563267,0.470734,0.585613,0.489785,0.550505,0.411134,0.391667,0.474076,0.524022,0.568791,0.54834,0.520488
0.66923,0.536882,0.367149,1.696422,1.060263,0.689661,0.884248,0.554926,0.401785,0.335987,0.617289,0.621894
0.96662,0.475225,0.605263,0.538241,0.542396,1.017946,0.666188,0.574067,0.721949,0.549109,0.545884,0.53919
0.874909,0.563279,0.539618,0.641534,0.70447,0.770852,0.609486,0.625007,0.672989,0.639804,0.740742,0.507038
0.468181,0.443242,0.37893,0.542426,0.687622,0.620959,0.352863,0.350415,0.60015,0.593733,0.524129,0.472785
0.920313,1.482258,0.927488,1.026444,0.875975,1.252846,0.691696,0.615194,1.199858,1.281748,0.803591,0.787829
1.178136,1.190043,0.896726,0.943517,1.03881,0.835687,1.295426,0.738982,0.832967,1.756211,1.589792,0.919992
1.527111,1.054292,1.750178,0.92323,2.346789,0.802285,0.817873,0.712509,1.589545,0.943179,1.373978,0.772774
0.730076,0.834992,0.633591,0.655425,0.589619,0.818326,1.310994,0.641871,0.769872,1.067535,1.021848,0.695251
0.817888,0.594332,0.652802,0.580669,0.44121,0.532191,0.612585,0.933108,0.931261,0.5867,0.734856,0.957681
0.788713,0.653821,0.668317,0.512707,0.449905,0.538702,0.38024,0.647742,0.745295,0.744198,0.661305,0.509094
0.845532,0.612629,0.451384,1.350175,0.688385,0.618549,0.487633,0.56443,0.83222,0.620865,1.616278,0.599065
0.446489,0.776292,0.532495,0.598971,0.55404,0.469969,0.994017,0.758182,0.528857,0.568724,0.524968,0.518264
0.43912,1.325432,0.923629,0.654669,0.639466,0.82515,1.137869,0.83048,0.550512,1.221402,0.672438,0.983236
0.967564,0.95691,1.261478,1.441263,1.202122,0.629569,1.156304,0.662563,1.271992,0.828099,1.147482,0.652478
0.778914,0.909538,1.227313,1.218427,0.732824,0.778918,0.530948,0.65432,1.013549,0.78505,0.743569,0.643382
1.750886,1.278263,0.889874,1.16622,0.938858,1.372072,1.234884,1.307876,1.297053,0.941083,1.826535,1.200248
1.22591,0.609603,0.576779,0.774106,0.576176,0.623123,0.458977,0.641721,0.650145,0.623559,0.732964,0.601386
0.968362,1.007277,0.706272,1.259878,0.935475,0.682595,0.654811,0.691548,0.854794,1.120444,1.155531,0.976428
1.166954,0.971,1.30411,1.500953,1.419168,1.332224,0.755287,1.34744,1.221531,1.294418,1.321151,1.718375
0.630062,0.508474,0.601572,0.423176,0.599588,0.490482,0.5925,0.517322,0.507175,0.449098,0.634544,0.642855
0.959845,0.643574,0.608751,0.890253,0.782091,0.765294,0.77523,0.688669,1.055024,0.954259,0.896883,1.170686
0.601698,0.501389,0.705397,0.615653,1.098565,0.80006,0.598628,0.474854,0.789814,0.759403,0.535572,0.50466
1.439235,0.657325,0.721801,0.62018,0.66396,0.557904,0.658195,0.598511,0.959527,0.756213,0.98899,0.788713
0.594428,0.870273,0.665322,0.527388,0.997429,1.138255,0.482423,0.750359,0.92805,0.88325,0.921333,0.47784
0.901645,0.758887,0.954428,0.685428,0.671929,0.753022,1.004786,0.879481,0.75839,1.364502,1.005152,1.105034
0.676641,0.583318,0.776874,1.006308,0.520519,0.91437,0.602392,0.387572,1.761384,1.02477,0.62948,0.513849
1.249039,0.649967,0.639432,0.730656,0.910062,0.601298,0.920622,0.629023,1.089897,1.065118,1.287125,0.938533
1.167402,1.019039,0.693302,1.180802,0.975148,0.732237,0.887306,0.962557,1.101902,1.005088,1.369522,1.115451
0.874266,1.277656,1.166182,0.80365,0.470729,0.668968,0.922076,0.317718,1.385443,0.738722,0.771942,0.648179
1.456876,0.586703,0.622744,0.800917,0.704483,0.563466,0.535158,0.712092,0.851321,0.834322,0.729213,0.699475
0.995021,0.824476,0.547528,0.606813,0.699685,0.500411,0.693409,0.658825,0.673725,0.972135,0.859112,0.786137
0.793053,0.623232,0.41497,0.486156,1.25529,0.509956,0.496828,0.584067,0.497656,0.602075,0.509333,0.417171
0.941863,0.742773,0.783675,0.973652,0.706179,0.52836,0.646362,0.71959,0.995837,0.560129,0.804685,0.703587
1.077193,0.686855,0.785948,0.652304,0.853066,1.335506,0.753444,0.85183,1.555858,0.719378,2.019003,1.319837
0.645679,0.471278,0.456548,0.602791,0.936705,0.667194,0.621336,0.484605,0.461647,0.59903,0.601414,0.462763
1.174712,1.420409,1.201884,0.883642,1.044913,1.07594,1.094503,1.409529,1.600811,1.710232,1.308986,1.060331
1.571861,0.780135,0.678833,0.843848,0.643435,0.717905,0.650397,0.814946,1.051973,1.293002,0.986307,0.787816
0.758867,0.689098,0.703085,0.742195,0.530342,0.602893,0.618798,0.509751,0.758457,0.669234,0.857436,0.76576
0.795987,0.83095,0.757944,0.82557,0.900826,0.664797,0.752734,0.767314,0.777061,0.888001,0.872409,0.65248
0.502572,0.434964,0.483615,0.429124,0.471472,0.621467,0.785992,0.487872,0.599254,0.637891,0.807906,0.424319
0.78422,0.568015,0.565476,0.423116,0.541762,0.643281,0.550117,0.476086,0.634094,0.635164,0.751777,0.472254
1.271052,0.838042,0.545866,0.849829,0.891463,0.701354,0.657967,0.823184,0.996315,1.51273,1.586298,0.554965
0.573939,0.454225,0.32825,0.418192,0.587261,0.354944,0.493765,0.478662,0.631933,0.481838,0.812098,0.511551
0.931516,0.996657,0.478374,0.873637,0.847602,1.007419,0.939836,0.954949,2.285644,1.719105,1.240651,0.801117
0.924831,1.643503,0.709602,0.624253,2.271476,1.107213,0.858988,0.926195,0.876512,0.874706,0.954426,0.658863
1.049766,0.667982,0.665863,0.720216,0.840281,0.485549,0.648863,0.787979,0.992567,0.743702,0.84481,0.741894
1.151549,1.260259,1.042596,1.027076,0.938273,1.327265,1.226789,1.27487,1.245843,1.332971,1.225754,1.177658
0.450066,0.612168,0.479502,0.382788,0.530799,0.423021,0.548361,0.383733,0.36556,0.80326,0.455382,0.464673
0.441253,0.285157,0.315706,0.647634,0.364906,0.512978,0.380855,0.343614,0.355077,0.515931,0.296886,0.403556
0.725176,0.8467,0.96496,0.646468,0.748695,0.677027,1.16544,0.848587,0.83708,0.813404,0.683786,0.65405
0.683992,0.717026,0.597906,1.116016,0.7813,0.535851,0.614319,0.614395,0.781952,0.69431,0.963897,0.634884
0.825146,0.75597,0.604515,0.490073,0.541156,0.631152,0.574099,0.643354,0.762904,1.235522,0.773136,0.734106
0.632346,0.453751,0.511969,0.586093,0.604725,0.581931,0.58716,0.615971,0.669562,0.560296,0.658782,0.592371
0.697668,0.558949,0.533806,0.446693,0.82958,0.494435,0.51464,0.627937,0.539754,0.435133,0.556326,0.462383
1.267541,0.761544,0.597592,0.554366,0.659907,0.57806,0.544155,0.789473,0.727616,1.02305,0.865897,0.631726
0.829545,0.859122,1.791931,1.131134,1.024241,0.715244,1.837152,1.0604,1.05807,0.756583,1.386279,1.804288
0.868076,0.645703,0.586491,0.586839,0.590113,0.572461,0.559298,0.716587,0.68691,0.914618,0.583867,0.58765
1.480034,1.354437,1.929854,1.184805,1.069892,2.683851,1.385091,0.81858,1.17861,0.983468,1.437841,1.594649
0.685926,0.406846,0.418294,0.510045,0.493378,0.522577,0.680636,0.491899,0.601935,0.517003,1.026975,0.512099
2.216517,2.825855,1.920857,1.473591,1.230885,1.529759,3.229553,1.569662,1.879263,2.546695,2.553822,1.485721
0.62515,0.744576,0.454963,0.486845,0.503779,0.505177,0.491899,0.47076,0.540724,0.556795,0.556994,0.590774
0.611171,0.7054,0.490671,0.554542,0.593612,0.668277,0.435426,0.617213,0.82058,0.954993,0.667023,0.851679
0.597237,0.646178,0.410797,0.534078,0.451666,0.486921,0.544369,0.462068,0.888003,0.685474,0.52355,0.369311
0.779829,1.05866,0.910703,0.860265,0.981319,1.032539,1.366373,0.996749,0.766037,2.405485,0.928965,0.851834
1.220505,1.8412,1.044766,1.15863,1.243062,1.305918,1.453673,1.015175,1.605246,1.25553,1.682531,1.402037
0.713453,0.716963,0.683296,1.005505,0.771411,1.508872,0.854489,0.859133,1.025789,0.9327,0.968357,0.824445
0.730296,0.598514,0.6166,0.597517,0.595696,0.551047,0.593369,0.627803,0.799292,0.718212,0.779852,0.851964
0.717911,0.554636,0.529483,0.586063,0.710768,0.70956,0.638472,0.596814,0.950505,0.757406,1.679576,0.639422
0.543869,0.777981,0.948874,0.864893,0.959542,0.915327,0.853185,0.661728,2.311793,1.374368,0.738627,0.630707
1.165243,1.023896,3.451036,0.787352,0.88927,0.771537,0.780816,0.938803,1.077666,0.801622,1.641206,1.866816
0.665687,0.634414,0.610483,0.589901,0.462649,0.54723,0.509658,0.584456,0.584099,0.739302,0.509052,0.674928
0.839534,0.567818,1.050866,0.601998,0.506319,0.565026,0.494338,0.497528,0.753882,0.647809,0.713764,0.67909
1.461262,0.990205,0.668853,1.06885,1.157186,1.130736,0.859604,1.480557,1.357732,0.978731,1.084453,1.501404
0.483854,0.46467,0.410335,0.252446,0.303915,2.820777,0.350185,0.415732,0.362304,0.449417,0.525367,0.465101
